district,superset_district_iso,geojson_geometry
Nakapiripirit,UG-311,"{""type"":""Polygon"",""coordinates"":[[[34.572391391649376,1.568328354769733],[34.55451134592187,1.569258530756599],[34.54334923677783,1.577681790582176],[34.52970665893514,1.584167182269653],[34.502834914399784,1.591841132362333],[34.43317508256399,1.555331732973116],[34.37767459520637,1.557217922469135],[34.288894484193065,1.547606106036937],[34.27442508315107,1.553910631470444],[34.26088585809583,1.562798977490786],[34.2452795745927,1.560551051889547],[34.22967329288815,1.555719305701359],[34.23453087659868,1.626516018199652],[34.2248157082783,1.630443426822694],[34.21168989437308,1.631270250021998],[34.211844931198584,1.954637704666311],[34.25128602243194,1.954630299648613],[34.3088790118569,1.964229131669072],[34.34727433814015,1.978627379250156],[34.35687317016067,2.012223289972837],[34.39046908088335,2.031420953114491],[34.448062070308254,2.069816279397742],[34.601643377240066,2.079415111418257],[34.63043987240218,2.122609853262134],[34.63523928796275,2.477766624530091],[34.75463297433225,2.48414393029816],[34.784021178434614,2.405775387524102],[34.817617089157295,2.30978707091657],[34.82547402790402,2.167665215077591],[34.84161416785952,2.113011022140938],[34.86081183190049,1.99782504239181],[34.80801825713684,1.993025626831184],[34.80321884157627,1.906636141344848],[34.80321884157627,1.777051914014635],[34.78882059399518,1.681063598306423],[34.75042526771193,1.613871776861004],[34.6976316938476,1.580275865239003],[34.637275385450664,1.540856558283508],[34.590478142951895,1.569465237230929],[34.572391391649376,1.568328354769733]]]}"
Nakaseke,UG-115,"{""type"":""Polygon"",""coordinates"":[[[32.18369998536599,0.702438056271262],[32.21066319005416,0.731200948265155],[32.22204862424462,0.759664535090224],[32.21920226547218,0.808052634221667],[32.16644005726283,0.8546251487316],[32.1073601530486,0.865656804917592],[32.0432434428306,0.909557196207629],[32.000558709217046,0.981697495842752],[32.001488885203855,1.002678126993942],[31.99952518134205,1.020971583871471],[31.95298948327803,1.10392457815675],[31.93285417887722,1.221380522293259],[31.89593945324316,1.285142320461716],[31.822275017677896,1.357075099736051],[31.883976677681517,1.420792141344236],[31.924801060220716,1.445235094024383],[31.959527622002156,1.475930894395276],[32.08158735487251,1.412963162519929],[32.24736806608337,1.246555890941579],[32.347824334225606,1.200185452296751],[32.39642777781967,1.15241291572346],[32.406011996756206,1.090424709232934],[32.40035040204941,1.007275828216905],[32.41211827383927,0.944513844138612],[32.463112385228385,0.866061364940037],[32.46399295371185,0.742849025861858],[32.472571242269,0.725899156121159],[32.485800408961666,0.714943752552131],[32.48983117037221,0.698200588386442],[32.4768087092545,0.682594305782573],[32.46585330568547,0.663835760911638],[32.454794549328994,0.653345445336015],[32.43505415162775,0.655257473253755],[32.41076622857855,0.654172268535376],[32.38740848241554,0.649676418232104],[32.36901167185118,0.636912340432161],[32.3538188012966,0.621151028197403],[32.334905225895454,0.585339259898888],[32.33035769964812,0.546116847814289],[32.30245242723771,0.539243883398512],[32.278474561651706,0.55056102127412],[32.2518095226913,0.566942450233853],[32.22266401503225,0.574125473911465],[32.21646284418489,0.601048896189582],[32.20212411373683,0.660041978954155],[32.18369998536599,0.702438056271262]]]}"
Nakasongola,UG-109,"{""type"":""Polygon"",""coordinates"":[[[32.177602166406814,1.677520657052696],[32.21201866982574,1.676357937069156],[32.23516971221244,1.668270574927078],[32.30286583838773,1.648581854968597],[32.317748650579745,1.623777167082608],[32.383894484043196,1.603106594293877],[32.42936974471792,1.574167792209835],[32.453705274278946,1.567246812090673],[32.47536176933016,1.551585191503364],[32.50611412896387,1.521307684701867],[32.52654056099806,1.515936590801005],[32.55555109390781,1.520540545909455],[32.57496178485849,1.488145249903368],[32.600999119513745,1.462718505454632],[32.687958612399996,1.470530707426178],[32.6907491385619,1.387925929737833],[32.71989464712027,1.377797349368166],[32.7381881039978,1.367255356949158],[32.74893680199182,1.363999741894588],[32.75668826734966,1.349401150542633],[32.766196730094975,1.346145535488063],[32.77270796110349,1.341727200449952],[32.776221957677194,1.330926824713174],[32.777358840138334,1.317439277400695],[32.776428664151524,1.305191961739638],[32.778495720800834,1.283591212964097],[32.79337853389222,1.182718817719262],[32.780252719987004,1.081226304850077],[32.7261991716544,1.075180161834965],[32.702392447953116,1.117109299454569],[32.67493408014366,1.144567667264027],[32.63989953023912,1.13579661712015],[32.62786259208491,1.081805684085055],[32.6200173445248,1.019043700006762],[32.62393996875454,0.968049588617589],[32.55969770688364,0.976271471351311],[32.46874718643346,1.016837470572796],[32.406011996756206,1.090424709232934],[32.39642777781967,1.15241291572346],[32.347824334225606,1.200185452296751],[32.24736806608337,1.246555890941579],[32.08158735487251,1.412963162519929],[31.959527622002156,1.475930894395276],[31.994770948620385,1.528356634750878],[32.01833540215705,1.537400011301486],[32.040452914870116,1.550990912300733],[32.06918501227847,1.587603665376832],[32.08654829316919,1.629719957310158],[32.104221633321686,1.647806707713357],[32.141015251752435,1.667185370208642],[32.177602166406814,1.677520657052696]]]}"
Namayingo,UG-230,"{""type"":""Polygon"",""coordinates"":[[[33.90421431500005,-1.002573343999927],[33.822255493000114,-1.002573343999927],[33.63926924600008,-1.002573343999927],[33.631776971000136,-1.002573343999927],[33.63177697113031,-1.002470797988963],[33.63177697113031,-0.103463506535604],[33.73759493076142,-0.068012702724047],[33.74069142247117,-0.040668174696521],[33.693594923367016,-0.001421091510167],[33.65434784107998,0.073148365104942],[33.66060260252806,0.24746089960081],[33.69017134013524,0.279724839729568],[33.69017134013524,0.299775294893948],[33.69017134013524,0.306286525902465],[33.684693637901034,0.321686102931267],[33.72891729769509,0.3459155898326],[33.76423967202322,0.37142619336413],[33.797599692371875,0.385162672119634],[33.828997358741105,0.383200318140155],[33.83880912953765,0.42637210838609],[33.85843267023154,0.453845066796362],[33.89253624914858,0.473924872235045],[33.9149638202241,0.429276434759629],[33.91785770007277,0.403851630148608],[33.90607547420376,0.385661526058584],[33.88933231003807,0.369280097098795],[33.87703331933221,0.344217026794354],[33.881477491892724,0.31424469593594],[33.9045251805926,0.268045965748684],[33.93594445227461,0.224844469096979],[33.95134402840415,0.205879217751715],[33.959922316062034,0.198954576492497],[33.96026592363347,0.198677205788385],[33.95175663300006,0.187328186000073],[33.89356896900006,0.109813538000111],[33.890468384000144,0.090073140000058],[33.92157759600008,-0.012969664999943],[33.952480102000095,-0.115702412999951],[33.95351363100008,-0.154356383999954],[33.935116821000065,-0.313106383999894],[33.91134566200009,-0.519295348999918],[33.894809204000126,-0.662749124999891],[33.898529907000125,-0.799071553999937],[33.90421431500005,-1.002573343999927]]]}"
Namutumba,UG-222,"{""type"":""Polygon"",""coordinates"":[[[33.63053673678098,0.732927151067145],[33.622681918635635,0.77256297430182],[33.57741336443519,0.790959783966855],[33.555399203610364,0.79721263345624],[33.542066685029454,0.815196031071991],[33.53183475097296,0.880928453385422],[33.57617313008586,0.99358307539859],[33.59301964703906,1.013891912981364],[33.60542199143174,1.036474513687835],[33.61689415893824,1.063036199860733],[33.63291385269213,1.087634182171769],[33.68024946534052,1.053217677853524],[33.69564904057074,1.037094631312186],[33.69544233589505,0.988828844475563],[33.706914504300926,0.970018621861925],[33.742881301330954,0.936118883279846],[33.76654910675586,0.912244371380609],[33.77492068883868,0.879894923711731],[33.773370396126836,0.843308009956672],[33.77657433433802,0.808271388913454],[33.79083702980506,0.77426829754387],[33.7985884951629,0.742538967499343],[33.808303664382606,0.733392239060549],[33.822463006162764,0.723832099471792],[33.83744917204166,0.689622300728558],[33.80602990125891,0.679855455564791],[33.77512739441369,0.678821925891157],[33.744224887568464,0.722643541066532],[33.72551801864165,0.698097236498256],[33.69564904057074,0.701972968277857],[33.662369418713695,0.71587392853894],[33.63053673678098,0.732927151067145]]]}"
Napak,UG-328,"{""type"":""Polygon"",""coordinates"":[[[34.226055942627625,2.724536850994866],[34.251687452813655,2.832773138869243],[34.3088790118569,2.808926316196505],[34.38087024886289,2.799327484176047],[34.438463239187115,2.775330405473824],[34.510454476193104,2.712937999588974],[34.56324805005744,2.664943841285208],[34.611242208361205,2.65054559370418],[34.644838119083886,2.640946762583042],[34.644838119083886,2.578554356698191],[34.70243110940817,2.559356693556538],[34.74082643569142,2.520961367273287],[34.75463297433225,2.48414393029816],[34.63523928796275,2.477766624530091],[34.63043987240218,2.122609853262134],[34.601643377240066,2.079415111418257],[34.448062070308254,2.069816279397742],[34.39046908088335,2.031420953114491],[34.35687317016067,2.012223289972837],[34.34727433814015,1.978627379250156],[34.3088790118569,1.964229131669072],[34.25128602243194,1.954630299648613],[34.211844931198584,1.954637704666311],[34.21189659994809,2.062406723691311],[34.20290490114024,2.111370144316709],[34.16528445771155,2.142376003050117],[33.90566206215442,2.304304104051141],[33.748669061028295,2.402230943503241],[33.723657667567295,2.412876287810434],[33.67311811670771,2.361975001744952],[33.63777143730198,2.36037303308899],[33.65678836369199,2.406365057701237],[33.651207309569656,2.456439521466734],[33.68210981641488,2.458454902171979],[33.71115197128643,2.467033188930486],[33.77171674972817,2.501139634886215],[33.83713911277982,2.500416165373736],[33.90142459516892,2.492871404691584],[33.97532189309089,2.501733914088845],[34.00612104714861,2.502431545179661],[34.01997033056631,2.510467231377618],[34.0174898618676,2.522507838765762],[33.99464887874274,2.541214707692575],[33.98297000476191,2.569300849054912],[33.96074913926134,2.594570624035043],[33.95062055799235,2.61689484322244],[33.9633210726094,2.722536831609489],[34.01131523091317,2.75613274233217],[34.10068891785926,2.748049627688147],[34.14440718024713,2.751822008478882],[34.226055942627625,2.724536850994866]]]}"
Nebbi,UG-310,"{""type"":""Polygon"",""coordinates"":[[[31.11260176600007,2.282084045000133],[31.09906254000009,2.282704163000105],[31.055240926000067,2.29024892200006],[31.04066817200004,2.297897033000126],[31.035500529000103,2.306940409000092],[31.038807820000102,2.310971171000091],[31.04438887500004,2.313916728000081],[31.045939168000075,2.319652812000044],[31.043562052000084,2.327042542000058],[31.04128828900008,2.331228333000084],[30.984857626000064,2.394635315000116],[30.968011108725648,2.405435689305591],[30.97636388598454,2.426027167619679],[31.018463478406773,2.431834007333578],[31.02427031901999,2.468126760041912],[31.054756231115164,2.486998990910706],[31.06927333219852,2.524743453547558],[31.04830549210476,2.58889263558666],[31.11486778182268,2.60015172762013],[31.154762926367937,2.622948953331502],[31.251973910867264,2.635575872828269],[31.287837355109843,2.663558661403101],[31.29837934662953,2.67797638650103],[31.296725702029505,2.698517768080535],[31.301996697789377,2.713581448325158],[31.316362746043865,2.724717719047476],[31.325044387388573,2.740324000752025],[31.32959191273659,2.753837389184127],[31.348298780764082,2.762105618479495],[31.392843866351313,2.785515042385271],[31.4122742038914,2.772027493274209],[31.427363721658423,2.764276027916367],[31.437182244564895,2.752467962726314],[31.442659945899777,2.717250474529749],[31.446690708209587,2.70590749823242],[31.449274529695742,2.693892727467414],[31.44751753140895,2.681852118280631],[31.442039829174746,2.676426092889869],[31.424883253859036,2.667434394082022],[31.41961225809922,2.662008367791941],[31.416408318988715,2.638418076732819],[31.423539665822886,2.617308254372404],[31.436458775052415,2.59875641507648],[31.45061811683263,2.582865912531815],[31.462607049175972,2.562066148533916],[31.4777999197305,2.51917470934535],[31.49526655430799,2.504343573097401],[31.503844841965872,2.505118720352641],[31.51500695200923,2.508684393769727],[31.524722121228876,2.509226996128973],[31.52885623542693,2.500932929311205],[31.527512648290042,2.489693304902062],[31.52327518130454,2.4796680773199],[31.515833775208534,2.472381699955463],[31.504878370740187,2.469591172894297],[31.48989220576067,2.462537340425911],[31.479970330965955,2.445070705848366],[31.475009392669335,2.422565619507736],[31.474802687094325,2.408147895309128],[31.471081984046293,2.381146959564546],[31.466947869848298,2.355515448479139],[31.45154829281944,2.340761827496351],[31.428087192969542,2.326679999182602],[31.37641075964882,2.302262884924176],[31.33961714031875,2.262807928842847],[31.33196353289071,2.235955659126375],[31.345673421391268,2.179557999102371],[31.309024692735363,2.155475979432879],[31.28009568067108,2.151441144093496],[31.280446818000087,2.153409729000074],[31.27873986900005,2.156021156000051],[31.267476033000037,2.173253479000067],[31.21089034000005,2.205344543000081],[31.190116415000034,2.221519267000076],[31.18246830200013,2.238727519000065],[31.17905765800009,2.259759827000067],[31.17755904100011,2.302909648000096],[31.129241577000073,2.284667868000042],[31.11260176600007,2.282084045000133]]]}"
Ngora,UG-231,"{""type"":""Polygon"",""coordinates"":[[[33.810577426606926,1.668270574927078],[33.85656945211849,1.664058946363298],[33.89584354014721,1.638453273699611],[33.86036119081626,1.625195163226181],[33.84010096069079,1.590463340410793],[33.84878391684424,1.494950828118192],[33.84299527940857,1.431275819923144],[33.80536913877472,1.416804227233285],[33.78221458993136,1.387861041853569],[33.789183384305716,1.313563543822454],[33.75921105344736,1.308085842487628],[33.74029747894548,1.323769639457282],[33.73047895693827,1.340512804522291],[33.706707797826596,1.339970201263782],[33.55932661313267,1.330100002413189],[33.57048872227671,1.35498220556434],[33.58940229677853,1.376815497437235],[33.60097781797191,1.384205226689858],[33.61327680777845,1.385290432307613],[33.6254724456968,1.392705999981899],[33.66691694496103,1.4131440287739],[33.715394015821175,1.591654506849977],[33.722314081329785,1.617136745764185],[33.73378624883628,1.645894679795617],[33.75476687998753,1.661966051292211],[33.785876092407705,1.65635915784884],[33.810577426606926,1.668270574927078]]]}"
Ntoroko,UG-423,"{""type"":""Polygon"",""coordinates"":[[[30.399260295000147,1.200599670000088],[30.412696167000092,1.202046611000085],[30.431609741000045,1.207007548000121],[30.445562378000147,1.2127953090001],[30.458274780000067,1.221683655000021],[30.478273560000105,1.238633525000125],[30.55370445300008,1.335632478000093],[30.55000125475408,1.161376451362116],[30.548140902780403,1.074198309904091],[30.541836379145536,1.049238593286418],[30.527160271629214,0.985934962828253],[30.471409439993636,0.944433599431079],[30.432162356807282,0.89341239236802],[30.357592900192174,0.818842934853535],[30.310496401088017,0.858090018039888],[30.286948151535967,0.78352056052546],[30.23985165243181,0.75212289505555],[30.17038618297596,0.714685370133736],[30.184752232129767,0.749670315232834],[30.19426069487514,0.761555893889408],[30.202425571383003,0.770134182446554],[30.209350212642164,0.818193263708167],[30.22681684721971,0.841034246833033],[30.25203494625572,0.852971503232254],[30.206228653229743,0.894990412977165],[30.183482538795875,0.954601915163732],[30.183769572000074,0.955136617000093],[30.186870158000147,0.958753968000082],[30.191521037000086,0.974877014000057],[30.21405196100011,0.998544820000092],[30.22097660300011,1.017096660000036],[30.215602255000135,1.057766012000087],[30.215292195000075,1.077092997000122],[30.22800459800004,1.089030253000075],[30.231518596000058,1.097763570000055],[30.234102417000088,1.108098857000059],[30.236169475000054,1.129492900000074],[30.23885664900007,1.136004130000046],[30.269345744000134,1.167268371000134],[30.2779757080001,1.171609192000105],[30.28650231900008,1.17429636600005],[30.295700724000085,1.172642721000088],[30.306552775000057,1.163909404000123],[30.323812703000044,1.155847880000039],[30.33606001800007,1.168870341000073],[30.34820398000005,1.189024150000051],[30.36494714300011,1.202046611000085],[30.376626017000092,1.203080140000068],[30.399260295000147,1.200599670000088]]]}"
Ntungamo,UG-411,"{""type"":""Polygon"",""coordinates"":[[[30.460828622942586,-1.063427549541814],[30.445614054000146,-1.058693948999874],[30.432023153000046,-1.060554300999883],[30.41889733900007,-1.066445413999887],[30.40318770300013,-1.070372822999943],[30.38634118600004,-1.068202412999952],[30.36928796400008,-1.063241474999913],[30.35275150500013,-1.06076100699994],[30.337455282000064,-1.066238707999929],[30.32903202300008,-1.0805014029999],[30.32257246900008,-1.121842549999926],[30.317404826000086,-1.137035419999961],[30.31130700700004,-1.142099710999929],[30.294563843000105,-1.149644469999885],[30.290949658000102,-1.15262085699996],[30.2902755064095,-1.152590833799934],[30.264747349010918,-1.151453953137434],[30.23436160700254,-1.160807387151181],[30.209556919116494,-1.184888603726108],[30.177414177921946,-1.193518569126695],[30.179274529895622,-1.164321383724882],[30.159327426619427,-1.15372771626113],[30.122843865651873,-1.151040541088094],[30.088737419696145,-1.140188490306571],[30.076231724314596,-1.11569386078304],[30.06837690616925,-1.086703382754934],[30.04873986215489,-1.066497897959607],[30.043055454345733,-1.043398532416347],[30.044192335907553,-1.025001722751313],[30.04853315568056,-1.009292086460619],[30.068066846907413,-0.992290540775855],[30.0763350771021,-0.974358819104225],[30.074888137177766,-0.95348154074054],[30.077782017026436,-0.9315190567591],[30.059695264824597,-0.914930922224301],[30.037887811373366,-0.900926609175656],[30.040574984747707,-0.873331394228444],[30.057318149812772,-0.837054538835901],[30.062072380735742,-0.798503919420341],[30.058248324900262,-0.760004977747542],[30.083156365573814,-0.7557158339186],[30.10982140543348,-0.757576185892276],[30.13255903487152,-0.735820407485846],[30.156950310708226,-0.716338393102376],[30.18733605271666,-0.724813327972697],[30.209143507966473,-0.749618014959424],[30.238082310050572,-0.755819186706105],[30.27270551904445,-0.75494068756268],[30.258546177264236,-0.781140638529678],[30.262576938674783,-0.800622653812411],[30.297096794881156,-0.811939791688019],[30.36386274596896,-0.817779229128121],[30.39331831199047,-0.810596204551189],[30.413472120841675,-0.79752206748941],[30.434349400104736,-0.806565444040018],[30.45615685355591,-0.823360284149828],[30.482925246203138,-0.828993015115543],[30.498324823231997,-0.821499932176152],[30.514447869773335,-0.817727553184056],[30.528917270815384,-0.825582370430084],[30.53925255676006,-0.823566989724782],[30.549174431554775,-0.819381198683402],[30.555892368138245,-0.81240487968148],[30.563540479809262,-0.806772148715709],[30.589998814093974,-0.805686943997273],[30.58875857884533,-0.859895521960766],[30.575942824201945,-0.885785413665928],[30.556719191337606,-0.909504896833539],[30.540906203158727,-0.91529265653088],[30.520649040620697,-0.944179782670858],[30.507936638764875,-0.956065362226695],[30.501218703080667,-0.971930027248959],[30.4984281760195,-0.987898044159408],[30.483648715715617,-1.023244723565142],[30.462978142926943,-1.055904228697216],[30.460828622942586,-1.063427549541814]]]}"
Nwoya,UG-329,"{""type"":""Polygon"",""coordinates"":[[[32.36239708805516,2.469617011316018],[32.321055943377075,2.464862779493671],[32.27971479690035,2.469203599266677],[32.241991000684095,2.460496121298945],[32.236616652136775,2.41954254844984],[32.24137088395912,2.336808580451589],[32.26007775198667,2.256839301092839],[32.25904422411162,2.2573043890863],[32.22380089659407,2.259242255425761],[32.214085728273744,2.2573043890863],[32.20716108611521,2.252033393326428],[32.191141392361374,2.236220404248229],[32.17987593042983,2.230613511704178],[32.15672488804313,2.231543686791724],[32.12344526528676,2.25745941781787],[32.0917159361415,2.266942043040842],[32.06732466030479,2.280274563420335],[32.056989374360114,2.284615383193341],[32.0262935730899,2.288181057509803],[32.01606163903341,2.291462510986094],[31.976064080592835,2.327300115907633],[31.954876742967315,2.33667938924242],[31.930588819918057,2.353913478923914],[31.91984012192404,2.359727077942296],[31.908574659992553,2.361432400285025],[31.898549432410334,2.36112234102319],[31.8890409687657,2.36189748827843],[31.878912388395975,2.367168484038302],[31.862375928905976,2.35941701957978],[31.82175825374037,2.352440701477178],[31.803154737601062,2.346058660778567],[31.787755160572203,2.334276434909555],[31.755405714701965,2.298283800357069],[31.661147902353775,2.266631985577646],[31.642441034326225,2.264151515979677],[31.634379509706605,2.266321926315811],[31.623527458925082,2.275623684385494],[31.61443240732973,2.277794093822365],[31.545909457955077,2.277794093822365],[31.53112999855057,2.273453274049359],[31.496920199807334,2.2542038027633],[31.448551060183263,2.24164643053831],[31.398838331623665,2.205033678361531],[31.37175988061398,2.195861111501074],[31.365765415341627,2.192760525178073],[31.345673421391268,2.179557999102371],[31.33196353289071,2.235955659126375],[31.33961714031875,2.262807928842847],[31.37641075964882,2.302262884924176],[31.428087192969542,2.326679999182602],[31.45154829281944,2.340761827496351],[31.466947869848298,2.355515448479139],[31.471081984046293,2.381146959564546],[31.474802687094325,2.408147895309128],[31.475009392669335,2.422565619507736],[31.479970330965955,2.445070705848366],[31.48989220576067,2.462537340425911],[31.504878370740187,2.469591172894297],[31.515833775208534,2.472381699955463],[31.52327518130454,2.4796680773199],[31.527512648290042,2.489693304902062],[31.52885623542693,2.500932929311205],[31.524722121228876,2.509226996128973],[31.51500695200923,2.508684393769727],[31.503844841965872,2.505118720352641],[31.49526655430799,2.504343573097401],[31.4777999197305,2.51917470934535],[31.462607049175972,2.562066148533916],[31.45061811683263,2.582865912531815],[31.436458775052415,2.59875641507648],[31.423539665822886,2.617308254372404],[31.467415273595975,2.630212560761038],[31.499313885727247,2.66211117289231],[31.545389659704995,2.711731237106903],[31.58792114344601,2.732996978527751],[31.70488272215988,2.732996978527751],[31.719059884006413,2.771984172031921],[31.74741420590084,2.796794203689558],[31.984881655364063,2.800338493926347],[32.020324557732124,2.779072752505499],[32.055767460999505,2.77552846226871],[32.10184323407799,2.77552846226871],[32.13728613734537,2.750718429711753],[32.17981762018701,2.740085559001329],[32.20108336250718,2.729452688290905],[32.1880554577931,2.697693243548315],[32.16934411923569,2.671965152469795],[32.1623273676139,2.643898145083313],[32.1763608717568,2.613492219590228],[32.20442787914328,2.597119798240101],[32.267519158982,2.592658596117303],[32.26317833830967,2.580307929467381],[32.265142043070796,2.560334987769465],[32.26989627489314,2.540620429389321],[32.28539920381019,2.514523831209829],[32.31165083162057,2.497522283726425],[32.343793572815116,2.487703761719217],[32.36239708805516,2.469617011316018]]]}"
Otuke,UG-330,"{""type"":""Polygon"",""coordinates"":[[[33.01465701740739,2.533230699237379],[33.04380252506644,2.568603217064776],[33.08390343629452,2.593433743372543],[33.12865522565812,2.611830553037578],[33.148395624258626,2.6161196959672],[33.162865025300675,2.605267646084997],[33.1799182469295,2.596379299165335],[33.20286258284193,2.604285793254746],[33.21898563028259,2.603071397327142],[33.23500532403648,2.598239651138954],[33.27717329281319,2.60201203013105],[33.31810102724057,2.588601996285092],[33.33701460084313,2.598911444707369],[33.35355106033313,2.61593882881391],[33.37515180820935,2.613225816118529],[33.39819949690923,2.604595852516582],[33.41638960099925,2.612554023449434],[33.43209923728995,2.629348863559187],[33.47705773312788,2.593769639257459],[33.53421186688411,2.596430976008719],[33.599944289197595,2.507754217782917],[33.62991662005595,2.485662543491571],[33.651207309569656,2.456439521466734],[33.65678836369199,2.406365057701237],[33.63777143730198,2.36037303308899],[33.61007286956726,2.332106025472683],[33.57596642361153,2.337583725908189],[33.54609744644,2.355928860528479],[33.51498734189232,2.356972778271086],[33.48867693349365,2.339432506305116],[33.39220543633178,2.339432506305116],[33.377588542876936,2.351126021248888],[33.327891104590776,2.368666293214858],[33.25188325880532,2.371589671725985],[33.20510919903029,2.383283186669701],[33.18464554855319,2.403746838046118],[33.17002865419903,2.441750760489185],[33.12617797383439,2.459291033354475],[33.088174050492,2.459291033354475],[33.06478702150383,2.441750760489185],[33.0180129617288,2.441750760489185],[32.96539214493151,2.453444275432958],[32.9975493112517,2.473907926809375],[33.012166204706546,2.506065092230187],[33.01465701740739,2.533230699237379]]]}"
Oyam,UG-321,"{""type"":""Polygon"",""coordinates"":[[[32.82293745270124,2.515970771134164],[32.81105187404472,2.474862169553489],[32.776015252102184,2.447241116184557],[32.73260704897609,2.461503810752276],[32.6904390810987,2.463415839569336],[32.621296014099755,2.37466156697775],[32.5817118668092,2.363654486565281],[32.603002557222226,2.245780543837043],[32.579644810159834,2.227564602224618],[32.561764764432326,2.204904486253042],[32.549731005381545,2.180344297950967],[32.53210249193643,2.144365546232962],[32.47070275233011,2.050618616256145],[32.422708594026346,2.04101978423563],[32.34679080635061,2.07266449616958],[32.338729281730934,2.094084376892454],[32.32767052627372,2.109897365970653],[32.32053917764091,2.125891222202142],[32.31030724538306,2.195861111501074],[32.292117140393714,2.230303453341662],[32.27661421057735,2.249087835734997],[32.26007775198667,2.256839301092839],[32.24137088395912,2.336808580451589],[32.236616652136775,2.41954254844984],[32.241991000684095,2.460496121298945],[32.27971479690035,2.469203599266677],[32.321055943377075,2.464862779493671],[32.36239708805516,2.469617011316018],[32.39805382672273,2.468660996907488],[32.440045581438426,2.478426864508208],[32.486007113637356,2.607954820358657],[32.57210005127632,2.621959133407245],[32.663670689350795,2.603820706160661],[32.77529178169033,2.578602607124594],[32.82293745270124,2.515970771134164]]]}"
Pader,UG-312,"{""type"":""Polygon"",""coordinates"":[[[32.77529178169033,2.578602607124594],[32.663670689350795,2.603820706160661],[32.665220982062635,2.622140001459911],[32.68000044056788,2.633741360175634],[32.69333296094737,2.650536200285387],[32.6883720226507,2.672705389841838],[32.681447381391536,2.689810289213483],[32.69023237462437,2.702781073487756],[32.71679406079727,2.710325833270588],[32.7324003443004,2.732081610777698],[32.71948123507093,2.746938585447367],[32.70056766056905,2.756679592189414],[32.68847537633752,2.77975311931101],[32.67876020711782,2.804712835928626],[32.66635786272519,2.815797430706823],[32.65395551923183,2.822412014502845],[32.63876264777798,2.842333279357319],[32.53830366368311,3.030254624851068],[32.47401818219333,3.115830796753869],[32.484250116249825,3.12391815799657],[32.50347374911422,3.123969834840011],[32.51515262219573,3.135803738451784],[32.680061696989696,3.13669320033091],[32.73558204137811,3.170214917884152],[32.782836540573896,3.179935411090355],[32.80040652793889,3.169238389040402],[32.837923617680815,3.16399323170225],[32.891667538426134,3.129360324419451],[32.92813365344534,3.108594177079624],[32.93147457818924,3.179642900299598],[32.98900484439804,3.17332349198557],[33.06451389470044,3.132502985524354],[33.095940504850375,3.091648392059653],[33.12762169778313,3.064774481956761],[33.15541176074413,3.017656365848609],[33.15541176074413,2.976729063995094],[33.13494811026703,2.95334203410755],[33.10571432335729,2.929955004220062],[33.111561080379545,2.894874460288122],[33.164181897176775,2.886104323855477],[33.228496228917834,2.88318094534435],[33.248959879394874,2.84810040051309],[33.24311312237268,2.78086269026096],[33.21095595695181,2.745782146328963],[33.0823272934698,2.739935388407446],[33.05601688507119,2.710701601497703],[33.079403914958675,2.675621057565763],[33.12865522565812,2.611830553037578],[33.08390343629452,2.593433743372543],[33.04380252506644,2.568603217064776],[33.01465701740739,2.533230699237379],[32.98251427621284,2.52416148516437],[32.96814822795835,2.53845001905313],[32.94820112468216,2.540672105333385],[32.934661899626974,2.590333157049542],[32.90820356624158,2.59916982712582],[32.88939334542653,2.611107083525098],[32.86551883262803,2.613794256899439],[32.846605259025466,2.622630926975717],[32.83523644430642,2.638056342426239],[32.82221398318876,2.63772044474274],[32.806297642222376,2.60185700139948],[32.77529178169033,2.578602607124594]]]}"
Pallisa,UG-210,"{""type"":""Polygon"",""coordinates"":[[[33.44253787602213,1.287570299329843],[33.41494266107492,1.299197496467286],[33.40502078628026,1.335526027803951],[33.42827518055509,1.338884996545346],[33.43830040903663,1.319351305318492],[33.45452680836547,1.315527249482955],[33.47416385327921,1.323847153823067],[33.49793501239088,1.318937893269151],[33.55932661313267,1.330100002413189],[33.706707797826596,1.339970201263782],[33.73047895693827,1.340512804522291],[33.74029747894548,1.323769639457282],[33.75921105344736,1.308085842487628],[33.789183384305716,1.313563543822454],[33.81677859925293,1.310876370448113],[33.83434858571866,1.290309150446944],[33.853572218583,1.272739163081894],[33.879927199180884,1.265297756086568],[33.907729119703106,1.261008612257626],[33.92664269420493,1.246177476009677],[33.942352328696984,1.226282050476243],[34.029478794210945,1.208350327905293],[34.04983930773784,1.201012275496112],[34.069579706338345,1.19000519418438],[34.11650190603814,1.177861233109411],[34.11732872923744,1.156983953846407],[34.12807742723146,1.13889720344315],[34.12983442641763,1.114505926707125],[34.08611803821685,1.133161009073319],[34.048491896683686,1.150526920480957],[33.981922570670065,1.170787149707166],[33.90377596888584,1.167892831888651],[33.85457255427991,1.147632601763178],[33.77932027121352,1.11290077894779],[33.70985662648212,1.086851912285908],[33.63291385269213,1.087634182171769],[33.61120975112908,1.117451484298556],[33.59632693893707,1.152074693292434],[33.57513960131155,1.175794176460045],[33.54930138465119,1.197033189130366],[33.53493533729596,1.200908921809287],[33.524186639301945,1.202820949727027],[33.49876183379155,1.238477688394596],[33.47251020688054,1.265091051410877],[33.44253787602213,1.287570299329843]]]}"
